ProductID,ProductPhotoID,Primary,ModifiedDate
1,1,True,2002-05-02
2,1,True,2002-05-02
3,1,True,2002-05-02
4,1,True,2002-05-02
316,1,True,2002-05-02
317,1,True,2002-05-02
318,1,True,2002-05-02
319,1,True,2002-05-02
320,1,True,2002-05-02
321,1,True,2002-05-02
322,1,True,2002-05-02
323,1,True,2002-05-02
324,1,True,2002-05-02
325,1,True,2002-05-02
326,1,True,2002-05-02
327,1,True,2002-05-02
328,1,True,2002-05-02
329,1,True,2002-05-02
330,1,True,2002-05-02
331,1,True,2002-05-02
332,160,True,2002-05-02
341,1,True,2002-05-02
342,1,True,2002-05-02
343,1,True,2002-05-02
344,1,True,2002-05-02
345,1,True,2002-05-02
346,1,True,2002-05-02
347,1,True,2002-05-02
348,1,True,2002-05-02
349,1,True,2002-05-02
350,1,True,2002-05-02
351,1,True,2002-05-02
352,1,True,2002-05-02
355,1,True,2002-05-02
356,1,True,2002-05-02
357,1,True,2002-05-02
358,1,True,2002-05-02
359,1,True,2002-05-02
360,1,True,2002-05-02
361,1,True,2002-05-02
362,1,True,2002-05-02
363,1,True,2002-05-02
364,1,True,2002-05-02
365,1,True,2002-05-02
366,1,True,2002-05-02
367,1,True,2002-05-02
368,1,True,2002-05-02
369,1,True,2002-05-02
370,1,True,2002-05-02
371,1,True,2002-05-02
372,1,True,2002-05-02
373,1,True,2002-05-02
374,1,True,2002-05-02
375,1,True,2002-05-02
376,1,True,2002-05-02
377,1,True,2002-05-02
378,1,True,2002-05-02
379,1,True,2002-05-02
380,1,True,2002-05-02
381,1,True,2002-05-02
382,1,True,2002-05-02
383,1,True,2002-05-02
384,1,True,2002-05-02
385,1,True,2002-05-02
386,1,True,2002-05-02
387,1,True,2002-05-02
388,1,True,2002-05-02
389,1,True,2002-05-02
390,1,True,2002-05-02
391,1,True,2002-05-02
392,1,True,2002-05-02
393,1,True,2002-05-02
394,1,True,2002-05-02
395,1,True,2002-05-02
396,1,True,2002-05-02
397,1,True,2002-05-02
398,1,True,2002-05-02
399,1,True,2002-05-02
400,1,True,2002-05-02
401,1,True,2002-05-02
402,1,True,2002-05-02
403,1,True,2002-05-02
404,1,True,2002-05-02
405,1,True,2002-05-02
406,1,True,2002-05-02
407,1,True,2002-05-02
408,1,True,2002-05-02
409,1,True,2002-05-02
410,1,True,2002-05-02
411,1,True,2002-05-02
412,1,True,2002-05-02
413,1,True,2002-05-02
414,1,True,2002-05-02
415,1,True,2002-05-02
416,1,True,2002-05-02
417,1,True,2002-05-02
418,1,True,2002-05-02
419,1,True,2002-05-02
420,1,True,2002-05-02
421,1,True,2002-05-02
422,1,True,2002-05-02
423,1,True,2002-05-02
424,1,True,2002-05-02
425,1,True,2002-05-02
426,1,True,2002-05-02
427,1,True,2002-05-02
428,1,True,2002-05-02
429,1,True,2002-05-02
430,1,True,2002-05-02
431,1,True,2002-05-02
432,1,True,2002-05-02
433,1,True,2002-05-02
434,1,True,2002-05-02
435,1,True,2002-05-02
436,1,True,2002-05-02
437,1,True,2002-05-02
438,1,True,2002-05-02
439,1,True,2002-05-02
440,1,True,2002-05-02
441,1,True,2002-05-02
442,1,True,2002-05-02
443,1,True,2002-05-02
444,1,True,2002-05-02
445,1,True,2002-05-02
446,1,True,2002-05-02
447,1,True,2002-05-02
448,1,True,2002-05-02
449,1,True,2002-05-02
450,1,True,2002-05-02
451,1,True,2002-05-02
452,1,True,2002-05-02
453,1,True,2002-05-02
454,1,True,2002-05-02
455,1,True,2002-05-02
456,1,True,2002-05-02
457,1,True,2002-05-02
458,1,True,2002-05-02
459,1,True,2002-05-02
460,1,True,2002-05-02
461,1,True,2002-05-02
462,1,True,2002-05-02
463,1,True,2002-05-02
464,1,True,2002-05-02
465,1,True,2002-05-02
466,1,True,2002-05-02
467,1,True,2002-05-02
468,1,True,2002-05-02
469,1,True,2002-05-02
470,1,True,2002-05-02
471,1,True,2002-05-02
472,1,True,2002-05-02
473,1,True,2002-05-02
474,1,True,2002-05-02
475,1,True,2002-05-02
476,1,True,2002-05-02
477,1,True,2002-05-02
478,1,True,2002-05-02
479,1,True,2002-05-02
480,1,True,2002-05-02
481,1,True,2002-05-02
482,1,True,2002-05-02
483,1,True,2002-05-02
484,1,True,2002-05-02
485,1,True,2002-05-02
486,1,True,2002-05-02
487,1,True,2002-05-02
488,1,True,2002-05-02
489,1,True,2002-05-02
490,1,True,2002-05-02
491,1,True,2002-05-02
492,1,True,2002-05-02
493,1,True,2002-05-02
494,1,True,2002-05-02
495,1,True,2002-05-02
496,1,True,2002-05-02
497,1,True,2002-05-02
504,1,True,2002-05-02
505,1,True,2002-05-02
506,1,True,2002-05-02
507,1,True,2002-05-02
508,1,True,2002-05-02
509,1,True,2002-05-02
510,1,True,2002-05-02
511,1,True,2002-05-02
512,1,True,2002-05-02
513,1,True,2002-05-02
514,1,True,2002-05-02
515,1,True,2002-05-02
516,1,True,2002-05-02
517,1,True,2002-05-02
518,1,True,2002-05-02
519,1,True,2002-05-02
520,1,True,2002-05-02
521,1,True,2002-05-02
522,1,True,2002-05-02
523,1,True,2002-05-02
524,1,True,2002-05-02
525,1,True,2002-05-02
526,1,True,2002-05-02
527,1,True,2002-05-02
528,1,True,2002-05-02
529,1,True,2002-05-02
530,1,True,2002-05-02
531,1,True,2002-05-02
532,1,True,2002-05-02
533,1,True,2002-05-02
534,1,True,2002-05-02
535,1,True,2002-05-02
679,1,True,2002-05-02
680,1,True,2002-05-02
706,1,True,2002-05-02
707,1,True,2005-06-01
708,1,True,2005-06-01
709,1,True,2005-06-01
710,1,True,2005-06-01
711,1,True,2005-06-01
712,1,True,2005-06-01
713,162,True,2005-06-01
714,162,True,2005-06-01
715,162,True,2005-06-01
716,162,True,2005-06-01
717,1,True,2005-06-01
718,1,True,2005-06-01
719,1,True,2005-06-01
720,1,True,2005-06-01
721,1,True,2005-06-01
722,1,True,2005-06-01
723,1,True,2005-06-01
724,1,True,2005-06-01
725,1,True,2005-06-01
726,1,True,2005-06-01
727,1,True,2005-06-01
728,1,True,2005-06-01
729,1,True,2005-06-01
730,1,True,2005-06-01
731,1,True,2005-06-01
732,1,True,2005-06-01
733,1,True,2005-06-01
734,1,True,2005-06-01
735,1,True,2005-06-01
736,1,True,2005-06-01
737,1,True,2005-06-01
738,1,True,2005-06-01
739,143,True,2005-06-01
740,143,True,2005-06-01
741,143,True,2005-06-01
742,143,True,2005-06-01
743,139,True,2005-06-01
744,139,True,2005-06-01
745,139,True,2005-06-01
746,139,True,2005-06-01
747,139,True,2005-06-01
748,143,True,2005-06-01
749,126,True,2005-06-01
750,126,True,2005-06-01
751,126,True,2005-06-01
752,126,True,2005-06-01
753,126,True,2005-06-01
754,111,True,2005-06-01
755,111,True,2005-06-01
756,111,True,2005-06-01
757,111,True,2005-06-01
758,111,True,2005-06-01
759,126,True,2005-06-01
760,126,True,2005-06-01
761,126,True,2005-06-01
762,126,True,2005-06-01
763,126,True,2005-06-01
764,126,True,2005-06-01
765,118,True,2005-06-01
766,118,True,2005-06-01
